Gene stable ID	Transcript stable ID	Gene type
ENSG00000284716	ENST00000641100	lincRNA
ENSG00000140403	ENST00000394855	protein_coding
ENSG00000254860	ENST00000525484	antisense
ENSG00000233459	ENST00000430003	processed_pseudogene
ENSG00000254571	ENST00000524512	antisense
ENSG00000219529	ENST00000404439	processed_pseudogene
ENSG00000254985	ENST00000529656	sense_intronic
ENSG00000255409	ENST00000528233	sense_intronic
ENSG00000234141	ENST00000451066	antisense
ENSG00000271386	ENST00000603392	processed_pseudogene
ENSG00000279270	ENST00000624978	protein_coding
ENSG00000014824	ENST00000264451	protein_coding
ENSG00000176900	ENST00000322049	protein_coding
ENSG00000257721	ENST00000549046	processed_pseudogene
ENSG00000197984	ENST00000641606	transcribed_unprocessed_pseudogene
ENSG00000211652	ENST00000390298	IG_V_gene
ENSG00000257356	ENST00000549284	processed_pseudogene
ENSG00000261363	ENST00000566798	lincRNA
ENSG00000183684	ENST00000505490	protein_coding
ENSG00000101180	ENST00000340177	protein_coding
ENSG00000224158	ENST00000440069	processed_pseudogene
ENSG00000215398	ENST00000514609	transcribed_unprocessed_pseudogene
ENSG00000227330	ENST00000432412	lincRNA
ENSG00000227521	ENST00000420303	processed_pseudogene
ENSG00000173926	ENST00000308660	protein_coding
ENSG00000041988	ENST00000054650	protein_coding
ENSG00000260497	ENST00000568348	processed_pseudogene
ENSG00000276938	ENST00000628149	lincRNA
ENSG00000267639	ENST00000592994	processed_pseudogene
ENSG00000198074	ENST00000359579	protein_coding
ENSG00000267237	ENST00000618096	unprocessed_pseudogene
ENSG00000229436	ENST00000449243	processed_pseudogene
ENSG00000229178	ENST00000423600	lincRNA
ENSG00000230500	ENST00000419777	antisense
ENSG00000271662	ENST00000603917	processed_pseudogene
ENSG00000260026	ENST00000563331	lincRNA
ENSG00000197674	ENST00000641159	protein_coding
ENSG00000261175	ENST00000647615	lincRNA
ENSG00000279159	ENST00000624945	antisense
ENSG00000146757	ENST00000328747	protein_coding
ENSG00000260387	ENST00000566485	lincRNA
ENSG00000198900	ENST00000361337	protein_coding
ENSG00000232906	ENST00000447960	processed_pseudogene
ENSG00000211650	ENST00000390296	IG_V_gene
ENSG00000232603	ENST00000443400	unprocessed_pseudogene
ENSG00000233487	ENST00000445739	transcribed_processed_pseudogene
ENSG00000233880	ENST00000434731	processed_pseudogene
ENSG00000265101	ENST00000580639	lincRNA
ENSG00000230227	ENST00000479411	processed_pseudogene
ENSG00000266273	ENST00000580487	lincRNA
ENSG00000230726	ENST00000414698	protein_coding
ENSG00000211648	ENST00000390294	IG_V_gene
ENSG00000211647	ENST00000390293	IG_V_gene
ENSG00000232515	ENST00000440829	unprocessed_pseudogene
ENSG00000182557	ENST00000355530	protein_coding
ENSG00000119227	ENST00000412723	protein_coding
ENSG00000270170	ENST00000602845	protein_coding
ENSG00000228111	ENST00000413105	processed_pseudogene
ENSG00000180723	ENST00000422578	unitary_pseudogene
ENSG00000172354	ENST00000303210	protein_coding
ENSG00000168883	ENST00000491659	protein_coding
ENSG00000244217	ENST00000465034	processed_pseudogene
ENSG00000106540	ENST00000446267	processed_pseudogene
ENSG00000234673	ENST00000429353	processed_transcript
ENSG00000197550	ENST00000455242	unprocessed_pseudogene
ENSG00000068028	ENST00000327761	protein_coding
ENSG00000275897	ENST00000620769	lincRNA
ENSG00000153487	ENST00000338450	protein_coding
ENSG00000110442	ENST00000355500	protein_coding
ENSG00000271225	ENST00000604946	processed_pseudogene
ENSG00000186310	ENST00000373079	protein_coding
ENSG00000225182	ENST00000444526	processed_pseudogene
ENSG00000228301	ENST00000450522	processed_pseudogene
ENSG00000254552	ENST00000525330	antisense
ENSG00000234322	ENST00000456632	processed_pseudogene
ENSG00000246763	ENST00000501938	antisense
ENSG00000265378	ENST00000581634	lincRNA
ENSG00000237873	ENST00000441503	processed_pseudogene
ENSG00000228683	ENST00000455498	lincRNA
ENSG00000241127	ENST00000223273	protein_coding
ENSG00000231951	ENST00000420748	antisense
ENSG00000272134	ENST00000607821	processed_pseudogene
ENSG00000249990	ENST00000515611	processed_pseudogene
ENSG00000250830	ENST00000508242	processed_pseudogene
ENSG00000125445	ENST00000579761	protein_coding
ENSG00000232485	ENST00000453157	processed_transcript
ENSG00000241520	ENST00000414135	antisense
ENSG00000131379	ENST00000253697	protein_coding
ENSG00000134014	ENST00000520270	protein_coding
ENSG00000261782	ENST00000564203	processed_pseudogene
ENSG00000272220	ENST00000607347	transcribed_processed_pseudogene
ENSG00000211645	ENST00000390291	IG_V_gene
ENSG00000211644	ENST00000390290	IG_V_gene
ENSG00000233405	ENST00000443719	lincRNA
ENSG00000248378	ENST00000515358	lincRNA
ENSG00000224282	ENST00000463864	processed_pseudogene
ENSG00000247416	ENST00000500537	antisense
ENSG00000237187	ENST00000607797	antisense
ENSG00000124181	ENST00000244007	protein_coding
ENSG00000227487	ENST00000533638	antisense
ENSG00000277782	ENST00000620635	lincRNA
ENSG00000100311	ENST00000331163	protein_coding
ENSG00000251449	ENST00000511780	processed_pseudogene
ENSG00000260619	ENST00000563737	lincRNA
ENSG00000248750	ENST00000505161	processed_pseudogene
ENSG00000250221	ENST00000512863	processed_pseudogene
ENSG00000255306	ENST00000532296	antisense
ENSG00000250908	ENST00000505498	antisense
ENSG00000141579	ENST00000269394	protein_coding
ENSG00000248627	ENST00000502570	antisense
ENSG00000262663	ENST00000571113	lincRNA
ENSG00000248511	ENST00000504213	lincRNA
ENSG00000188280	ENST00000617303	antisense
ENSG00000235578	ENST00000458154	lincRNA
ENSG00000037637	ENST00000375592	protein_coding
ENSG00000231826	ENST00000422351	lincRNA
ENSG00000263731	ENST00000582866	lincRNA
ENSG00000197428	ENST00000641817	protein_coding
ENSG00000265843	ENST00000577408	lincRNA
ENSG00000230322	ENST00000417273	antisense
ENSG00000166855	ENST00000300107	protein_coding
ENSG00000224739	ENST00000457457	lincRNA
ENSG00000231496	ENST00000420825	lincRNA
ENSG00000279278	ENST00000624350	lincRNA
ENSG00000228027	ENST00000437825	antisense
ENSG00000232202	ENST00000453565	processed_pseudogene
ENSG00000264736	ENST00000582658	processed_pseudogene
ENSG00000169575	ENST00000403807	protein_coding
ENSG00000266947	ENST00000590478	antisense
ENSG00000227989	ENST00000411585	unprocessed_pseudogene
ENSG00000253935	ENST00000520107	IG_V_pseudogene
ENSG00000255256	ENST00000534594	sense_intronic
ENSG00000280321	ENST00000623261	TEC
ENSG00000254672	ENST00000529830	processed_pseudogene
ENSG00000251586	ENST00000515414	antisense
ENSG00000273992	ENST00000621151	protein_coding
ENSG00000223561	ENST00000446840	lincRNA
ENSG00000173335	ENST00000376971	protein_coding
ENSG00000204658	ENST00000437612	unprocessed_pseudogene
ENSG00000236971	ENST00000417139	processed_pseudogene
ENSG00000273936	ENST00000628337	protein_coding
ENSG00000272995	ENST00000610199	antisense
ENSG00000101181	ENST00000466933	protein_coding
ENSG00000217442	ENST00000406915	protein_coding
ENSG00000276175	ENST00000620589	protein_coding
ENSG00000130487	ENST00000648057	protein_coding
ENSG00000133401	ENST00000438447	protein_coding
ENSG00000241739	ENST00000496412	processed_pseudogene
ENSG00000281734	ENST00000628819	lincRNA
ENSG00000249891	ENST00000510983	processed_pseudogene
ENSG00000279013	ENST00000623567	TEC
ENSG00000250764	ENST00000503441	antisense
ENSG00000243914	ENST00000494197	processed_pseudogene
ENSG00000218265	ENST00000406274	processed_pseudogene
ENSG00000214108	ENST00000511433	processed_pseudogene
ENSG00000273272	ENST00000609268	lincRNA
ENSG00000168769	ENST00000305737	protein_coding
ENSG00000181997	ENST00000453967	unprocessed_pseudogene
ENSG00000176134	ENST00000322495	transcribed_unprocessed_pseudogene
ENSG00000273529	ENST00000612705	protein_coding
ENSG00000006534	ENST00000614849	protein_coding
ENSG00000277869	ENST00000614065	processed_pseudogene
ENSG00000134905	ENST00000541239	protein_coding
ENSG00000254885	ENST00000527440	lincRNA
ENSG00000255345	ENST00000525952	lincRNA
ENSG00000234507	ENST00000438194	protein_coding
ENSG00000225971	ENST00000451219	processed_pseudogene
ENSG00000235832	ENST00000450201	processed_pseudogene
ENSG00000106025	ENST00000222747	protein_coding
ENSG00000224762	ENST00000441254	processed_pseudogene
ENSG00000261122	ENST00000562769	lincRNA
ENSG00000235316	ENST00000422884	processed_pseudogene
ENSG00000250959	ENST00000507952	transcribed_unprocessed_pseudogene
ENSG00000145740	ENST00000396591	protein_coding
ENSG00000188850	ENST00000511991	transcribed_processed_pseudogene
ENSG00000260522	ENST00000565935	processed_pseudogene
ENSG00000206147	ENST00000332361	processed_pseudogene
ENSG00000169016	ENST00000428221	protein_coding
ENSG00000171931	ENST00000395665	protein_coding
ENSG00000130595	ENST00000278317	protein_coding
ENSG00000274571	ENST00000610853	protein_coding
ENSG00000181325	ENST00000525553	unprocessed_pseudogene
ENSG00000172014	ENST00000357336	protein_coding
ENSG00000228177	ENST00000442972	protein_coding
ENSG00000166573	ENST00000299727	protein_coding
ENSG00000232511	ENST00000641232	transcribed_unprocessed_pseudogene
ENSG00000250954	ENST00000512581	lincRNA
ENSG00000278174	ENST00000611398	protein_coding
ENSG00000172459	ENST00000624596	protein_coding
ENSG00000274636	ENST00000633051	protein_coding
ENSG00000196526	ENST00000360265	protein_coding
ENSG00000177542	ENST00000320230	protein_coding
ENSG00000206450	ENST00000490054	protein_coding
ENSG00000282011	ENST00000632418	TEC
ENSG00000248417	ENST00000515263	lincRNA
ENSG00000228919	ENST00000429019	lincRNA
ENSG00000249766	ENST00000507715	processed_pseudogene
ENSG00000225925	ENST00000450604	processed_pseudogene
ENSG00000225954	ENST00000438744	processed_pseudogene
ENSG00000225571	ENST00000445527	unprocessed_pseudogene
ENSG00000249452	ENST00000515630	processed_pseudogene
ENSG00000272862	ENST00000608029	lincRNA
ENSG00000174903	ENST00000311481	protein_coding
ENSG00000182308	ENST00000333141	protein_coding
ENSG00000251129	ENST00000513211	lincRNA
ENSG00000251329	ENST00000515181	lincRNA
ENSG00000249101	ENST00000511612	processed_pseudogene
ENSG00000248202	ENST00000502324	lincRNA
ENSG00000105810	ENST00000265734	protein_coding
ENSG00000251182	ENST00000515292	lincRNA
ENSG00000259277	ENST00000560531	antisense
ENSG00000181827	ENST00000559847	protein_coding
ENSG00000134602	ENST00000394334	protein_coding
ENSG00000237819	ENST00000435695	antisense
ENSG00000231556	ENST00000449255	processed_pseudogene
ENSG00000277544	ENST00000610942	unprocessed_pseudogene
ENSG00000229064	ENST00000451988	processed_pseudogene
ENSG00000189306	ENST00000323013	protein_coding
ENSG00000172464	ENST00000544374	protein_coding
ENSG00000254814	ENST00000534354	antisense
ENSG00000243988	ENST00000479895	processed_pseudogene
ENSG00000068366	ENST00000439581	protein_coding
ENSG00000128284	ENST00000349314	protein_coding
ENSG00000234869	ENST00000426112	antisense
ENSG00000239238	ENST00000459811	processed_pseudogene
ENSG00000281693	ENST00000631128	sense_intronic
ENSG00000261072	ENST00000565846	processed_pseudogene
ENSG00000229546	ENST00000415620	lincRNA
ENSG00000255123	ENST00000531961	processed_pseudogene
ENSG00000237006	ENST00000445238	processed_transcript
ENSG00000271216	ENST00000604485	lincRNA
ENSG00000106633	ENST00000459642	protein_coding
ENSG00000230574	ENST00000421958	processed_pseudogene
ENSG00000254957	ENST00000529697	processed_pseudogene
ENSG00000254401	ENST00000647635	lincRNA
ENSG00000127993	ENST00000265732	protein_coding
ENSG00000267187	ENST00000586404	processed_pseudogene
ENSG00000125037	ENST00000245046	protein_coding
ENSG00000138326	ENST00000647545	protein_coding
ENSG00000275386	ENST00000617727	unprocessed_pseudogene
ENSG00000261307	ENST00000565127	lincRNA
ENSG00000267761	ENST00000598649	lincRNA
ENSG00000267139	ENST00000587701	antisense
ENSG00000242770	ENST00000496067	processed_transcript
ENSG00000166526	ENST00000413658	protein_coding
ENSG00000140993	ENST00000396862	protein_coding
ENSG00000280453	ENST00000624786	TEC
ENSG00000183146	ENST00000382764	protein_coding
ENSG00000279932	ENST00000624433	sense_intronic
ENSG00000242308	ENST00000477975	unprocessed_pseudogene
ENSG00000180385	ENST00000366264	transcribed_unprocessed_pseudogene
ENSG00000154518	ENST00000284727	protein_coding
ENSG00000184363	ENST00000534401	protein_coding
ENSG00000187533	ENST00000502441	protein_coding
ENSG00000168826	ENST00000515012	protein_coding
ENSG00000214362	ENST00000398190	processed_pseudogene
ENSG00000124116	ENST00000481847	protein_coding
ENSG00000228513	ENST00000445936	processed_pseudogene
ENSG00000279833	ENST00000624656	antisense
ENSG00000187953	ENST00000486256	transcribed_unprocessed_pseudogene
ENSG00000279330	ENST00000622989	TEC
ENSG00000280786	ENST00000629363	antisense
ENSG00000275737	ENST00000617984	protein_coding
ENSG00000241767	ENST00000463978	lincRNA
ENSG00000270218	ENST00000604244	processed_pseudogene
ENSG00000238165	ENST00000426912	processed_pseudogene
ENSG00000236538	ENST00000426746	processed_pseudogene
ENSG00000254461	ENST00000533576	antisense
ENSG00000281289	ENST00000630343	protein_coding
ENSG00000281753	ENST00000629707	antisense
ENSG00000174495	ENST00000482002	processed_pseudogene
ENSG00000284858	ENST00000643320	processed_pseudogene
ENSG00000254488	ENST00000527562	lincRNA
ENSG00000144908	ENST00000273450	protein_coding
ENSG00000231895	ENST00000424920	unprocessed_pseudogene
ENSG00000130590	ENST00000369886	protein_coding
ENSG00000166326	ENST00000299413	protein_coding
ENSG00000224482	ENST00000415994	unprocessed_pseudogene
ENSG00000124491	ENST00000264870	protein_coding
ENSG00000254669	ENST00000527684	lincRNA
ENSG00000228528	ENST00000453322	lincRNA
ENSG00000227433	ENST00000434369	processed_pseudogene
ENSG00000229325	ENST00000419899	sense_intronic
ENSG00000235290	ENST00000439514	unprocessed_pseudogene
ENSG00000005893	ENST00000434600	protein_coding
ENSG00000240996	ENST00000455699	lincRNA
ENSG00000154781	ENST00000463438	protein_coding
ENSG00000225578	ENST00000447775	antisense
ENSG00000268218	ENST00000602042	antisense
ENSG00000211637	ENST00000390282	IG_V_gene
ENSG00000227180	ENST00000430717	processed_pseudogene
ENSG00000253126	ENST00000521342	IG_V_pseudogene
ENSG00000253242	ENST00000518581	IG_V_pseudogene
ENSG00000236323	ENST00000431230	processed_pseudogene
ENSG00000271848	ENST00000606726	antisense
ENSG00000214313	ENST00000425474	transcribed_unprocessed_pseudogene
ENSG00000265246	ENST00000581944	lincRNA
ENSG00000233720	ENST00000440562	unprocessed_pseudogene
ENSG00000255419	ENST00000495073	protein_coding
ENSG00000255191	ENST00000534086	lincRNA
ENSG00000211641	ENST00000390286	IG_V_gene
ENSG00000211639	ENST00000390284	IG_V_gene
ENSG00000273366	ENST00000609564	lincRNA
ENSG00000184451	ENST00000332438	protein_coding
ENSG00000267042	ENST00000593139	antisense
ENSG00000215734	ENST00000400819	processed_pseudogene
ENSG00000271816	ENST00000580790	processed_transcript
ENSG00000272400	ENST00000606504	unprocessed_pseudogene
ENSG00000124357	ENST00000531799	protein_coding
ENSG00000236469	ENST00000434990	antisense
ENSG00000169994	ENST00000409816	protein_coding
ENSG00000249012	ENST00000504587	unprocessed_pseudogene
ENSG00000236616	ENST00000532665	processed_pseudogene
ENSG00000170145	ENST00000304987	protein_coding
ENSG00000180083	ENST00000356562	protein_coding
ENSG00000133895	ENST00000377316	protein_coding
ENSG00000267069	ENST00000586226	lincRNA
ENSG00000241168	ENST00000490357	lincRNA
ENSG00000267218	ENST00000593183	processed_pseudogene
ENSG00000162408	ENST00000377705	protein_coding
ENSG00000237640	ENST00000456499	antisense
ENSG00000106013	ENST00000433239	protein_coding
ENSG00000249761	ENST00000515696	processed_pseudogene
ENSG00000248758	ENST00000506562	antisense
ENSG00000260068	ENST00000568135	processed_pseudogene
ENSG00000184985	ENST00000507866	protein_coding
ENSG00000241874	ENST00000465035	processed_pseudogene
ENSG00000261612	ENST00000564581	processed_pseudogene
ENSG00000231724	ENST00000434957	antisense
ENSG00000256441	ENST00000413963	processed_pseudogene
ENSG00000234781	ENST00000430551	lincRNA
ENSG00000258881	ENST00000606025	protein_coding
ENSG00000276095	ENST00000614596	lincRNA
ENSG00000166106	ENST00000299164	protein_coding
ENSG00000163645	ENST00000491716	protein_coding
ENSG00000273494	ENST00000615291	protein_coding
ENSG00000085662	ENST00000285930	protein_coding
ENSG00000079482	ENST00000355520	protein_coding
ENSG00000245468	ENST00000504402	lincRNA
ENSG00000282069	ENST00000632534	lincRNA
ENSG00000264448	ENST00000607097	lincRNA
ENSG00000128534	ENST00000249299	protein_coding
ENSG00000161103	ENST00000419447	transcribed_processed_pseudogene
ENSG00000013810	ENST00000485989	protein_coding
ENSG00000261028	ENST00000561657	lincRNA
ENSG00000230791	ENST00000438381	protein_coding
ENSG00000234851	ENST00000471152	processed_pseudogene
ENSG00000106536	ENST00000403058	protein_coding
ENSG00000231913	ENST00000457739	processed_pseudogene
ENSG00000224122	ENST00000433519	antisense
ENSG00000149428	ENST00000617285	protein_coding
ENSG00000261523	ENST00000568317	antisense
ENSG00000279717	ENST00000623833	TEC
ENSG00000267235	ENST00000588126	unprocessed_pseudogene
ENSG00000233303	ENST00000458531	antisense
ENSG00000235219	ENST00000434979	unprocessed_pseudogene
ENSG00000260118	ENST00000561973	lincRNA
ENSG00000249961	ENST00000558713	protein_coding
ENSG00000226450	ENST00000433633	unprocessed_pseudogene
ENSG00000163755	ENST00000296051	protein_coding
ENSG00000234201	ENST00000445879	processed_pseudogene
ENSG00000283329	ENST00000637493	protein_coding
ENSG00000164631	ENST00000404360	protein_coding
ENSG00000237557	ENST00000445359	processed_pseudogene
ENSG00000224931	ENST00000415779	unprocessed_pseudogene
ENSG00000255320	ENST00000531086	antisense
ENSG00000282650	ENST00000632442	processed_transcript
ENSG00000168209	ENST00000307365	protein_coding
ENSG00000182814	ENST00000331369	transcribed_processed_pseudogene
ENSG00000228225	ENST00000442571	processed_pseudogene
ENSG00000264168	ENST00000579262	transcribed_unprocessed_pseudogene
ENSG00000240388	ENST00000495909	processed_pseudogene
ENSG00000186115	ENST00000392846	protein_coding
ENSG00000234124	ENST00000451783	transcribed_unitary_pseudogene
ENSG00000230274	ENST00000420790	processed_pseudogene
ENSG00000270652	ENST00000604662	processed_pseudogene
ENSG00000234764	ENST00000428850	processed_pseudogene
ENSG00000265982	ENST00000583567	unprocessed_pseudogene
ENSG00000266820	ENST00000584190	transcribed_unprocessed_pseudogene
ENSG00000206481	ENST00000383566	protein_coding
ENSG00000103310	ENST00000574091	protein_coding
ENSG00000138430	ENST00000284719	protein_coding
ENSG00000225411	ENST00000417843	lincRNA
ENSG00000136153	ENST00000341547	protein_coding
ENSG00000223355	ENST00000474061	protein_coding
ENSG00000226020	ENST00000422476	processed_pseudogene
ENSG00000183837	ENST00000619635	protein_coding
ENSG00000267415	ENST00000585766	transcribed_processed_pseudogene
ENSG00000160972	ENST00000526183	protein_coding
ENSG00000261105	ENST00000568302	antisense
ENSG00000280035	ENST00000624864	TEC
ENSG00000255182	ENST00000569326	processed_transcript
ENSG00000229979	ENST00000421099	processed_pseudogene
ENSG00000280302	ENST00000623093	TEC
ENSG00000238255	ENST00000412592	processed_pseudogene
ENSG00000225310	ENST00000440115	processed_pseudogene
ENSG00000236193	ENST00000426870	lincRNA
ENSG00000283400	ENST00000636971	lincRNA
ENSG00000275539	ENST00000614434	protein_coding
ENSG00000270659	ENST00000604818	lincRNA
ENSG00000103248	ENST00000360900	protein_coding
ENSG00000108448	ENST00000572555	protein_coding
ENSG00000265693	ENST00000577873	transcribed_processed_pseudogene
ENSG00000183307	ENST00000399875	protein_coding
ENSG00000280969	ENST00000629237	protein_coding
ENSG00000233259	ENST00000453169	processed_pseudogene
ENSG00000253793	ENST00000520373	processed_pseudogene
ENSG00000253204	ENST00000523019	processed_pseudogene
ENSG00000152782	ENST00000322191	protein_coding
ENSG00000163982	ENST00000296358	protein_coding
ENSG00000232936	ENST00000454174	antisense
ENSG00000102743	ENST00000478827	protein_coding
ENSG00000260341	ENST00000562032	processed_pseudogene
ENSG00000130940	ENST00000377022	protein_coding
ENSG00000272078	ENST00000606802	antisense
ENSG00000237438	ENST00000441006	transcribed_unprocessed_pseudogene
ENSG00000226956	ENST00000416641	lincRNA
ENSG00000171936	ENST00000641646	protein_coding
ENSG00000261711	ENST00000569028	transcribed_unprocessed_pseudogene
ENSG00000278681	ENST00000622153	unprocessed_pseudogene
ENSG00000172062	ENST00000503079	protein_coding
ENSG00000118939	ENST00000471792	protein_coding
ENSG00000253585	ENST00000522743	lincRNA
ENSG00000230902	ENST00000424489	processed_pseudogene
ENSG00000006194	ENST00000538765	protein_coding
ENSG00000279367	ENST00000625076	TEC
ENSG00000240509	ENST00000466433	processed_pseudogene
ENSG00000279031	ENST00000622977	TEC
ENSG00000263041	ENST00000575236	lincRNA
ENSG00000234952	ENST00000445647	lincRNA
ENSG00000251234	ENST00000504319	processed_pseudogene
ENSG00000235198	ENST00000450247	lincRNA
ENSG00000109072	ENST00000226218	protein_coding
ENSG00000248740	ENST00000513793	lincRNA
ENSG00000223637	ENST00000456360	transcribed_unprocessed_pseudogene
ENSG00000259287	ENST00000560268	antisense
ENSG00000240893	ENST00000481624	lincRNA
ENSG00000274394	ENST00000613587	protein_coding
ENSG00000234680	ENST00000422626	unitary_pseudogene
ENSG00000273090	ENST00000609765	antisense
ENSG00000244045	ENST00000292114	protein_coding
ENSG00000277450	ENST00000613598	sense_intronic
ENSG00000226024	ENST00000414780	processed_pseudogene
ENSG00000267688	ENST00000585980	antisense
ENSG00000181322	ENST00000383180	protein_coding
ENSG00000262899	ENST00000574245	antisense
ENSG00000277327	ENST00000616891	unprocessed_pseudogene
ENSG00000175262	ENST00000476357	protein_coding
ENSG00000281284	ENST00000626958	sense_intronic
ENSG00000138433	ENST00000342016	protein_coding
ENSG00000101161	ENST00000266079	protein_coding
ENSG00000241636	ENST00000486767	lincRNA
ENSG00000179915	ENST00000625672	protein_coding
ENSG00000214210	ENST00000483240	processed_pseudogene
ENSG00000185515	ENST00000340647	protein_coding
ENSG00000226366	ENST00000447288	processed_pseudogene
ENSG00000102882	ENST00000263025	protein_coding
ENSG00000182712	ENST00000369484	protein_coding
ENSG00000103707	ENST00000220058	protein_coding
ENSG00000259905	ENST00000565893	lincRNA
ENSG00000274529	ENST00000536498	protein_coding
ENSG00000258924	ENST00000591482	processed_transcript
ENSG00000232634	ENST00000436364	processed_pseudogene
ENSG00000248496	ENST00000508341	protein_coding
ENSG00000214897	ENST00000633844	protein_coding
ENSG00000229551	ENST00000449858	processed_pseudogene
ENSG00000276799	ENST00000633753	protein_coding
ENSG00000272735	ENST00000608897	lincRNA
ENSG00000164188	ENST00000296604	protein_coding
ENSG00000003402	ENST00000309955	protein_coding
ENSG00000248844	ENST00000528316	lincRNA
ENSG00000279904	ENST00000624047	TEC
ENSG00000145220	ENST00000502917	protein_coding
ENSG00000226188	ENST00000440968	processed_pseudogene
ENSG00000274679	ENST00000618495	protein_coding
ENSG00000204632	ENST00000376828	protein_coding
ENSG00000170370	ENST00000553456	protein_coding
ENSG00000226071	ENST00000424653	transcribed_unprocessed_pseudogene
ENSG00000183311	ENST00000383564	protein_coding
ENSG00000276463	ENST00000616867	protein_coding
ENSG00000229847	ENST00000412075	antisense
ENSG00000277641	ENST00000616347	protein_coding
ENSG00000285606	ENST00000648351	antisense
ENSG00000237918	ENST00000449925	protein_coding
ENSG00000231453	ENST00000420866	lincRNA
ENSG00000261598	ENST00000570105	lincRNA
ENSG00000164171	ENST00000296585	protein_coding
ENSG00000261692	ENST00000567166	sense_intronic
ENSG00000261253	ENST00000562995	processed_transcript
ENSG00000181092	ENST00000320741	protein_coding
ENSG00000227710	ENST00000442890	unprocessed_pseudogene
ENSG00000100298	ENST00000348946	protein_coding
ENSG00000225669	ENST00000415161	processed_pseudogene
ENSG00000150938	ENST00000280527	protein_coding
ENSG00000260679	ENST00000562094	lincRNA
ENSG00000229390	ENST00000413248	unprocessed_pseudogene
ENSG00000230690	ENST00000456999	lincRNA
ENSG00000254161	ENST00000517313	IG_V_pseudogene
ENSG00000232901	ENST00000417973	processed_pseudogene
ENSG00000149651	ENST00000279058	protein_coding
ENSG00000235568	ENST00000329021	protein_coding
ENSG00000227329	ENST00000421137	processed_pseudogene
ENSG00000278194	ENST00000610319	protein_coding
ENSG00000253794	ENST00000519446	IG_V_pseudogene
ENSG00000285822	ENST00000649401	lincRNA
ENSG00000249333	ENST00000423821	unprocessed_pseudogene
ENSG00000254355	ENST00000519525	IG_V_pseudogene
ENSG00000266736	ENST00000583143	unprocessed_pseudogene
ENSG00000231179	ENST00000442104	protein_coding
ENSG00000264734	ENST00000580686	lincRNA
ENSG00000108797	ENST00000264638	protein_coding
ENSG00000232249	ENST00000428521	unprocessed_pseudogene
ENSG00000225720	ENST00000560933	transcribed_unprocessed_pseudogene
ENSG00000174238	ENST00000313486	protein_coding
ENSG00000272140	ENST00000415917	lincRNA
ENSG00000137713	ENST00000311129	protein_coding
ENSG00000279470	ENST00000624322	TEC
ENSG00000182931	ENST00000330523	protein_coding
ENSG00000182057	ENST00000332965	lincRNA
ENSG00000249338	ENST00000511281	processed_pseudogene
ENSG00000270681	ENST00000603472	antisense
ENSG00000273965	ENST00000620218	antisense
ENSG00000244668	ENST00000474888	processed_pseudogene
ENSG00000241369	ENST00000488287	lincRNA
ENSG00000228328	ENST00000426382	processed_pseudogene
ENSG00000227577	ENST00000419518	unprocessed_pseudogene
ENSG00000186723	ENST00000641419	protein_coding
ENSG00000244571	ENST00000494693	processed_pseudogene
ENSG00000273330	ENST00000589193	unprocessed_pseudogene
ENSG00000005961	ENST00000648408	protein_coding
ENSG00000254392	ENST00000523425	processed_pseudogene
ENSG00000243044	ENST00000475129	processed_pseudogene
ENSG00000176402	ENST00000312891	protein_coding
ENSG00000251054	ENST00000505796	lincRNA
ENSG00000255155	ENST00000525240	processed_pseudogene
ENSG00000231982	ENST00000448639	unprocessed_pseudogene
ENSG00000260187	ENST00000564293	transcribed_processed_pseudogene
ENSG00000075388	ENST00000168712	protein_coding
ENSG00000178597	ENST00000319098	protein_coding
ENSG00000213669	ENST00000442640	processed_pseudogene
ENSG00000144031	ENST00000272421	protein_coding
ENSG00000066379	ENST00000471008	protein_coding
ENSG00000227766	ENST00000429656	unprocessed_pseudogene
ENSG00000235597	ENST00000451400	lincRNA
ENSG00000123612	ENST00000243349	protein_coding
ENSG00000116035	ENST00000234392	protein_coding
ENSG00000226186	ENST00000412558	processed_pseudogene
ENSG00000276333	ENST00000293937	protein_coding
ENSG00000182447	ENST00000327928	protein_coding
ENSG00000228820	ENST00000421328	processed_pseudogene
ENSG00000164951	ENST00000523021	protein_coding
ENSG00000215544	ENST00000511549	unprocessed_pseudogene
ENSG00000229802	ENST00000454420	protein_coding
ENSG00000254057	ENST00000520962	lincRNA
ENSG00000226647	ENST00000411512	antisense
ENSG00000261653	ENST00000568699	lincRNA
ENSG00000260715	ENST00000565257	lincRNA
ENSG00000261014	ENST00000563061	lincRNA
ENSG00000125735	ENST00000245912	protein_coding
ENSG00000269888	ENST00000602890	lincRNA
ENSG00000228467	ENST00000444791	lincRNA
ENSG00000215057	ENST00000454707	processed_pseudogene
ENSG00000163541	ENST00000393868	protein_coding
ENSG00000244124	ENST00000492725	antisense
ENSG00000188771	ENST00000338832	protein_coding
ENSG00000213234	ENST00000526466	processed_pseudogene
ENSG00000198580	ENST00000328239	unprocessed_pseudogene
ENSG00000281357	ENST00000625713	lincRNA
ENSG00000231600	ENST00000433225	unprocessed_pseudogene
ENSG00000268673	ENST00000595525	lincRNA
ENSG00000279315	ENST00000624062	TEC
ENSG00000234826	ENST00000427030	lincRNA
ENSG00000264970	ENST00000650069	processed_pseudogene
ENSG00000128872	ENST00000249700	protein_coding
