Gene name	log2(TE)
AMPH	0.390485894
ARPC4-TTLL3	0.390434327
PJA1	0.390186635
IPO9	0.389814916
C6orf106	0.389806469
MRPS6	0.38960666
EPS8	0.389005136
HMBS	0.388846159
TTC12	0.388492223
BCLAF1	0.388445439
LNX2	0.388190892
CHKA	0.38789397
NSMCE1	0.38783775
SSB	0.387319468
CCT3	0.387226731
HLTF	0.387196384
PIN4	0.387175441
ORC2	0.387167443
FLCN	0.387082343
ZNF182	0.386779239
PSMD13	0.386364175
MTG2	0.385947127
WDR91	0.385469477
SLC39A9	0.385420178
RAD51C	0.384246808
KIAA0141	0.384176536
ATP13A1	0.384028154
PFN2	0.383742449
TOP1	0.383216662
CENPT	0.382827617
TMCO1	0.382613428
RDH10	0.382304661
GPX8	0.382267635
PDRG1	0.382127823
TBC1D10A	0.382117054
REXO4	0.381790777
ELP3	0.381536142
TATDN3	0.381238267
SPG20	0.380928261
CASC5	0.380457268
ATP6V1C1	0.380456436
MPHOSPH8	0.380103709
SKA3	0.3800502
SUPT16H	0.380008281
RND3	0.379889556
KDM4A	0.3791322
MRPS22	0.379032546
AMER1	0.378511623
C17orf85	0.378483506
YARS2	0.378183775
MCFD2	0.37793676
RMDN1	0.3775757
APBB2	0.377317833
SPCS1	0.377157003
ARL8B	0.376800508
ELP2	0.376778918
ARVCF	0.376656408
MPHOSPH6	0.376521953
APPBP2	0.376290383
FBXO45	0.376148486
MOV10	0.376027582
SIRT1	0.375211519
SAR1B	0.37520043
DHTKD1	0.374961947
CDK4	0.374032481
PRKD2	0.373974843
MYOM2	0.373932296
GSTZ1	0.373820445
CHMP5	0.373753163
MTFR1L	0.373233925
TM9SF2	0.373026903
XRCC5	0.372802681
BCAS3	0.372424497
ZMYND19	0.372302646
ZEB1	0.371345418
L3MBTL2	0.370485306
MRPL9	0.370346654
HTATIP2	0.369422908
NSUN2	0.368493625
LRRC8C	0.368306449
MUL1	0.367522481
SLC5A6	0.367201757
IFT172	0.367142809
SRSF4	0.366692113
DUSP11	0.365479377
ZBTB33	0.365427051
PRKAG1	0.365292532
GLI3	0.365284464
ITFG3	0.365126871
GEMIN4	0.365068771
XPO7	0.364658572
TCTN3	0.364000124
SYNE2	0.363748271
RPL15	0.363558183
NELFCD	0.363413958
CDCA5	0.363366049
SNRK	0.362714616
RPS13	0.362464242
C9orf78	0.361893055
MYL12A	0.361815532
BRAP	0.361595057
GHITM	0.361584567
SIK3	0.361347456
NEK9	0.360984462
MIPEP	0.359895945
SUB1	0.359774677
FUNDC2	0.359615224
LMTK2	0.359515462
BRSK2	0.359137133
NCK2	0.359097128
CENPP	0.35901504
ATE1	0.358652576
RTCB	0.358579326
SHFM1	0.358516372
ESCO2	0.358348081
NUP88	0.358247754
C19orf43	0.35724743
TTL	0.356725329
POLA2	0.355821456
MMGT1	0.355381457
BCL2L2-PABPN1	0.3553587
LANCL2	0.355269336
RPL38	0.354563446
UBE2D1	0.353830391
NR6A1	0.35380786
CCT4	0.353787075
ACAD8	0.35324278
PPCS	0.353179029
ACTL6A	0.353101968
AMMECR1L	0.352986799
TMEM110	0.352822103
NAGPA	0.352490073
PTTG1	0.352387488
CYFIP2	0.352121041
FAM107B	0.351827335
RBM41	0.351665705
SYBU	0.351406393
PARD3	0.35115062
APOA1BP	0.351135444
UBE2J1	0.351021577
PSME3	0.350951415
CUX1	0.35063705
PRPF38A	0.350528643
ABLIM1	0.350256818
TBC1D5	0.34943161
RPS5	0.349369583
ABCB1	0.349149564
KCTD1	0.349105356
ZNF184	0.348783587
TBCC	0.348435049
HSPE1-MOB4	0.347857842
MYL6	0.34779004
SAAL1	0.347666161
PSMC2	0.347351238
RAC1	0.347060705
SYK	0.346667585
ACTR10	0.346428024
KRR1	0.346137727
NRCAM	0.345834711
PITRM1	0.345722162
SETD8	0.34533431
MBD1	0.345246631
SNAP47	0.345010579
AUH	0.344872698
ULK3	0.344860617
CHMP1B	0.344420031
XYLB	0.343781078
ARRDC1	0.343708081
WDR74	0.343400442
SCO1	0.343073904
YTHDF2	0.343067998
CDK1	0.342884898
SKP2	0.3428302
ORC4	0.342483954
GEMIN6	0.342173563
SLC26A2	0.342105977
SMURF1	0.342059691
CSTF3	0.341521092
MAP3K15	0.341036918
PIH1D1	0.340860168
PPFIA3	0.340857823
CLK3	0.34025816
MRPL46	0.340077466
CALM2	0.339676893
PPTC7	0.339472778
C5orf15	0.33928311
CMTM6	0.339140773
FAM105B	0.338971567
GFM1	0.338903082
KPNA3	0.3382803
SH3BP4	0.338026598
ITPR2	0.337976036
FUOM	0.337935971
FKBP3	0.337904272
POLD3	0.337757725
ASF1A	0.337188747
NUDCD2	0.336676865
UNC50	0.336589524
TSC22D3	0.33652488
ZNHIT3	0.336267296
RSAD1	0.33623182
WDTC1	0.336126411
MED31	0.335548986
THUMPD1	0.335095331
ZMIZ2	0.335061764
AXIN2	0.335015416
CDC123	0.334363276
TMEM70	0.33430529
SET	0.333480871
ELOF1	0.33324058
TWISTNB	0.332332191
EPN2	0.332288606
HGSNAT	0.332032973
NDUFAF4	0.33185095
USP42	0.331773563
RALGPS2	0.331724744
MERTK	0.331306427
DBI	0.330863529
SLC6A15	0.330055976
TMEM110-MUSTN1	0.32994987
SETD1B	0.329775957
PINX1	0.329699374
HIF1AN	0.329217776
SDR39U1	0.329200386
CPS1	0.32917287
WDR54	0.329131837
PSMD6	0.328898597
NHP2	0.32854554
CEP89	0.328351763
SAMD8	0.328083238
RNF111	0.327875918
ATG2B	0.327660123
SNUPN	0.32742053
COQ3	0.326606381
PEX26	0.32643191
STAU2	0.326044203
TOR1B	0.325802746
RPS15A	0.325788411
ACBD6	0.325488005
SPRYD4	0.325069104
CAND1	0.324768898
DESI2	0.324293654
LATS1	0.324190773
ADAM10	0.324074431
ZNF512B	0.323997464
F2R	0.323858122
ENSA	0.323341508
PAK1	0.323240232
HEATR6	0.32313824
RBBP7	0.323050606
UNC119	0.32246134
CYTH2	0.322412953
KIAA0391	0.322210119
ACAA2	0.322154738
NRBP1	0.321590108
SLC25A12	0.321576604
SASS6	0.321565411
CTDSP1	0.321222448
NSUN4	0.320300355
ZNF92	0.320287737
TCEA2	0.32010651
BDH2	0.31990119
SCAF1	0.319786742
ARHGEF10	0.319509494
WTAP	0.319466577
TMSB10	0.31904621
GPHN	0.318913798
TCF3	0.31890723
C6orf211	0.318711913
SREK1	0.318070532
RPL36	0.317871442
SLC12A9	0.317685564
HMG20B	0.317615102
ZNF259	0.317239842
BCDIN3D	0.31642745
MICU1	0.315839454
TRIP4	0.31580719
ZFP90	0.315775868
EMILIN3	0.315687155
EXOSC2	0.315515691
DGKH	0.315457484
MIF4GD	0.315077254
METTL16	0.31421313
HIPK1	0.31410859
DNPEP	0.31402702
LPIN2	0.313635467
PPID	0.313389696
TMEM131	0.312722636
ELF2	0.312277925
COL4A3BP	0.312163178
HPRT1	0.311788888
THOC5	0.31172055
MTMR4	0.311636001
APAF1	0.311621899
CDC6	0.310921017
AP3B1	0.310888604
KDM2B	0.310798556
DCTN1	0.310692309
RAB5A	0.310673508
DTD1	0.309958649
MEPCE	0.30990395
MSH6	0.30978504
DDX18	0.309139034
CWC27	0.309112545
TMEM203	0.308829389
CASP7	0.308742501
NUP54	0.308601543
DCXR	0.308270909
RNASET2	0.307872045
LBR	0.307846208
GK5	0.307657397
ZMPSTE24	0.307536239
OGT	0.306960089
VDAC2	0.3068623
KLHL15	0.306810158
RBM45	0.306793235
NAT10	0.306765057
CNPPD1	0.306607296
MPND	0.306598947
ARL2BP	0.306540219
LRIG2	0.306147512
ZNF148	0.306019172
PHF14	0.305757677
SAMD4B	0.305482413
UTP3	0.305434878
CNKSR3	0.305317132
OSER1	0.305167401
TMEM141	0.304590683
KHK	0.304370415
MRPL16	0.304316898
CXXC1	0.304309459
LMF2	0.303392143
SCYL2	0.303375416
SH3D19	0.303027308
RABAC1	0.302878726
YBEY	0.302666193
MDP1	0.302391743
LPCAT1	0.302280638
NUDT2	0.302014144
MRPS28	0.301867733
POP1	0.301440743
EIF4ENIF1	0.300942024
CHST10	0.300733873
ATP6AP2	0.300391599
CLEC16A	0.300378523
DDX21	0.300160673
TIMM17A	0.300082963
STX6	0.300044977
PYGL	0.299980481
WASL	0.299946115
ZNF398	0.299471003
PEX11B	0.299449641
DDT	0.298901166
VPS29	0.298777465
FAM8A1	0.298612928
LCMT1	0.29845681
CECR5	0.298263293
OGFOD1	0.298166777
AKIP1	0.297698255
ACTR1B	0.29768801
FIGN	0.296911398
RMND1	0.296675303
HAUS5	0.296308418
MRPL39	0.296250559
SYNJ1	0.296231799
BICC1	0.295984828
ALG1	0.295793601
TYSND1	0.29540954
GRAMD1A	0.294611066
TTC1	0.29457941
RABGGTA	0.294352571
CNNM2	0.294152047
PITPNA	0.293984496
IGHMBP2	0.293966265
C10orf88	0.293925288
NADK2	0.293867887
UAP1	0.293690502
RUFY3	0.293557238
SMARCAL1	0.293375573
FKBP15	0.293259728
PINK1	0.292598863
EAPP	0.292536372
TANGO6	0.292487024
DDX42	0.291342524
MORF4L1	0.290413973
DCP1B	0.289164138
ZNHIT2	0.288983996
SPTY2D1	0.288817618
CCDC91	0.288797502
ACAA1	0.288645931
ARHGEF7	0.288530885
MND1	0.288473131
FAM160B2	0.288244969
DHODH	0.287663758
FARP1	0.287468624
ABCC10	0.287468624
TEFM	0.287207501
EXOC6	0.286459891
WBP4	0.286326027
FKBP10	0.285977654
PIGK	0.285889025
XRN2	0.285763661
MECR	0.285319163
FOXG1	0.285230152
SLC39A3	0.285133211
TAOK3	0.285128177
GALNT7	0.285125655
PRPF3	0.28485903
STX18	0.284704084
TOP3A	0.284342537
CCNT1	0.284189096
BICD2	0.283415906
DIS3	0.28334884
GSTO1	0.28324512
MDK	0.283045434
ATRAID	0.282738949
C18orf8	0.282226207
HDAC3	0.280711852
BANF1	0.280707543
NOL7	0.280632638
STX7	0.28043835
GMPPB	0.28035794
DCAF4	0.280301513
ABI1	0.279957709
DHX30	0.279525596
DERA	0.279428844
EXD2	0.27926615
E2F5	0.278759484
HM13	0.27858922
NUMB	0.278468061
TCP11L1	0.27767732
SHROOM3	0.277533976
KIAA0368	0.277454922
RAB22A	0.277283362
ADCK1	0.277228287
GNPTG	0.277214542
LRRC16A	0.277140173
FKBP2	0.277052718
N4BP1	0.276773127
FAM84B	0.276730981
MTMR3	0.276709343
FAM129B	0.276639901
RBAK	0.276248724
VPS72	0.276118875
TTF2	0.276099742
AURKA	0.275514324
ZNF24	0.27509832
NUDT12	0.274964616
SLAIN1	0.274955431
CDS2	0.274636942
UQCRB	0.273919492
CYB5R1	0.273586469
EPHB4	0.272684576
SNX7	0.272079545
LCORL	0.271112638
CCDC102A	0.271071725
UCHL5	0.271034314
TDRD3	0.270792076
KDM5C	0.27073861
TONSL	0.270499856
GALM	0.270071957
CENPB	0.269850253
CAPNS1	0.269841814
RPL19	0.269675886
BCL7B	0.269642578
CSNK1E	0.269323115
C17orf75	0.269186633
PBRM1	0.268871725
CGGBP1	0.268516415
POGK	0.268495569
WDR3	0.268392647
IFT74	0.26836785
NFXL1	0.26818719
SPOP	0.268083374
RRP36	0.267936837
ABR	0.267706566
ACTR5	0.267399598
PDXDC1	0.267023059
TCEAL8	0.266584223
PDCD2L	0.266110218
IKBKAP	0.266047209
CDK12	0.266000973
FANCL	0.265487671
EED	0.265448093
MSANTD3	0.264703226
EVI5	0.264638292
OSGEPL1	0.264123643
APBA3	0.263754134
PHF19	0.263518613
MORC4	0.262947942
MYO1E	0.262750159
SALL1	0.262705436
NIT2	0.262639896
RAVER2	0.262306691
SNRPA1	0.262287089
RPS6	0.262052131
BUD13	0.26195008
ADNP	0.261685901
GLO1	0.261250916
PANK4	0.260979772
FBXO11	0.260808476
SERF2	0.260691361
KIAA0020	0.260449821
PRCP	0.259979978
MOAP1	0.259968103
RBM25	0.259847371
SKIV2L2	0.259811757
GPALPP1	0.259674714
KMT2C	0.258779034
THADA	0.258293373
GPR107	0.258163957
POLR3A	0.257956926
DENND1A	0.257797757
FBXL15	0.257435226
SIAH1	0.25729506
TXLNG	0.257206288
EXOC3	0.256807576
DGCR6L	0.256050134
COX7A2L	0.255687663
PAXIP1	0.255564762
RRN3	0.255320489
ISY1	0.255295683
ACBD5	0.25517415
ACVR1B	0.255026827
TMEM186	0.25480324
PIK3C2B	0.254421276
MRPL47	0.253750395
KDM5A	0.25372854
UBE2D2	0.253707599
CLCN7	0.253183418
PRMT5	0.252978986
POLR1B	0.252843361
PHB2	0.252636027
EME1	0.252610789
ASB7	0.252129007
NSL1	0.251977292
WDR34	0.251883886
RABL5	0.251355089
ELMOD2	0.251105623
H2AFY	0.25099868
CBLB	0.250406798
HUS1	0.250007726
RBM12B	0.249909728
WDR76	0.249751186
FBXO33	0.249560171
ALG9	0.249277972
SNRPD1	0.249204166
F2RL1	0.24912556
NPTN	0.248332326
CENPW	0.248129426
ELOVL5	0.248074725
TNPO2	0.247952714
DARS	0.247012388
GTF3C3	0.246652471
MORF4L2	0.246425278
PASK	0.246213759
NACA	0.245855475
PNO1	0.245506951
DNM1L	0.24546122
SLC25A3	0.245355494
YIPF6	0.245352744
CDC27	0.245060572
CTPS2	0.244998182
TDRD7	0.244678931
CELSR2	0.244622369
UBAC1	0.244563802
RGP1	0.2443183
NAPRT1	0.244198989
C1orf123	0.244019361
PPP1R9B	0.244012463
PPM1G	0.243148563
NOP2	0.243050156
TET2	0.242594874
MTRR	0.242129111
TLE4	0.24140439
RUSC1	0.241339335
SART3	0.240588467
KLHL18	0.238697846
ZFP1	0.238567985
TTC7B	0.2381839
CACUL1	0.238028897
FYCO1	0.236793569
SPG11	0.23632233
ZNF407	0.236298023
TP53RK	0.236298023
TBRG4	0.236002358
GTPBP10	0.235796673
WDR61	0.235676845
OSGEP	0.235505998
UBTF	0.235127881
PI4K2B	0.235047203
IST1	0.234585634
PMPCB	0.234522966
COA6	0.23379112
COG6	0.233686891
ZSCAN21	0.233345366
EML1	0.233114316
MYO9B	0.232898688
DMC1	0.232493011
EYA1	0.232267169
ZNF326	0.232065428
FOXF2	0.23094841
IER5	0.230887845
PRKAB1	0.230702818
GPATCH2	0.230477151
DIABLO	0.230441108
NEDD4L	0.230038835
TBP	0.229966436
MOB4	0.229622415
CNOT4	0.229250747
TNFAIP8L2-SCNM1	0.229233276
NDFIP1	0.22896114
KDM3A	0.228792661
KATNB1	0.228720041
DLGAP5	0.228312707
TARBP2	0.228174281
UGCG	0.227951947
ADSS	0.227837594
KIAA1430	0.227508844
NGDN	0.227099424
HMGN5	0.226438863
ORMDL1	0.226318352
TCTN2	0.226275856
KDM1B	0.225334721
IAH1	0.224905442
HNRNPH3	0.224368498
SPINT2	0.224331789
CCDC85B	0.223975446
CCDC8	0.223896012
UBE3D	0.223890052
DEGS1	0.223194835
CUTC	0.223167023
NKRF	0.223125684
FTSJ1	0.223090464
COQ5	0.222756123
TARS	0.222602475
MESDC2	0.222111605
SRPR	0.222026626
TRIOBP	0.221856999
TPRKB	0.221688689
TFCP2	0.221654006
FNIP1	0.221253302
VPS45	0.221067024
MICU2	0.220868595
IMPAD1	0.220649974
RFK	0.220562223
PHACTR2	0.219845739
TBX1	0.219837848
CEP76	0.219763037
TMEM59	0.21972276
EIF2B5	0.219646122
WRAP73	0.219603095
CNNM4	0.219287726
MGST1	0.219131109
GPS2	0.219038257
SEC22A	0.218888549
EEA1	0.218816081
YTHDC2	0.218650256
EPHA3	0.218588345
MRPL21	0.218462397
SAMM50	0.2181467
STT3A	0.217354681
CRAMP1L	0.216765678
OSTM1	0.216760553
RPF1	0.216588559
DSTYK	0.216351292
LSG1	0.216295127
BCAS2	0.216011034
HLCS	0.215819767
HTRA1	0.215772972
UBXN6	0.215467848
L3MBTL3	0.215298639
FBXL14	0.21489204
TRAPPC13	0.21489204
CTPS1	0.214848412
MEAF6	0.214748471
RNASEH1	0.214180224
ANP32E	0.214072748
MATR3	0.212910865
DSTN	0.212466888
FCHO2	0.21233571
CCNK	0.211972043
NDUFAF2	0.211504105
COMMD3	0.211356673
CCBL2	0.210972255
ZC3H8	0.210955749
LRP11	0.210727044
ARIH1	0.210492898
ENGASE	0.21041978
ASAP2	0.210299349
SMG6	0.210011691
CENPA	0.210010418
USP47	0.209986278
SRPRB	0.208832124
KARS	0.208731304
CTU2	0.20842582
IGBP1	0.207953537
SELO	0.207897551
PSMA4	0.207469029
FNDC3A	0.206863768
LIMA1	0.206112574
MCRS1	0.205841006
TNKS2	0.20538419
ZNF786	0.20511443
PTDSS1	0.204977558
KHNYN	0.204730552
PEX14	0.204600082
POLR2H	0.204574446
CHTF18	0.204147767
TPMT	0.204086018
CENPF	0.203894015
RPS27L	0.203814721
HSPB11	0.203804
SMC3	0.203660544
GLB1	0.20291052
VDAC3	0.202660632
PRKACB	0.202231127
NR2C2	0.201633861
ROCK2	0.201324155
PRPF40A	0.200733992
NIFK	0.200571819
RETSAT	0.200464582
METTL10	0.200454474
MVD	0.200169238
CMBL	0.199937571
PAPD5	0.199769512
CREG1	0.199658919
CPT1A	0.19946214
PRDX4	0.199379186
PXMP2	0.198623069
RSRC2	0.198377033
KIAA0226	0.19801825
RAPGEF2	0.19787224
PRNP	0.197702566
TIMM17B	0.197067
SLC7A6	0.196397213
ZNF830	0.196240133
NUCB2	0.196090249
TPGS2	0.196058792
CRELD2	0.19592021
EFNB1	0.195745057
ANKRD13A	0.195638337
PTGR2	0.19521106
CDC34	0.194794749
SLC9A6	0.194745377
PSMG2	0.194288967
CCT8	0.194277466
ZZEF1	0.194219213
VRK1	0.193014876
MCPH1	0.192827964
TMEM132A	0.192645078
SLC39A1	0.192569038
RPF2	0.192565515
FANCA	0.192551781
BAZ1B	0.192062006
GPAA1	0.192014943
ESF1	0.191843358
LRRC42	0.19169123
SMAD2	0.191526623
CLN3	0.191415492
FAM98A	0.190807172
ZEB2	0.19002913
FARSB	0.190008653
KEAP1	0.189684865
CD59	0.189642861
COPS3	0.18910983
ZNF623	0.1890557
ATP6V0A2	0.18891429
TMED3	0.188565556
LRRC1	0.188522636
MRPS35	0.188445089
GGH	0.18831097
PIGQ	0.188003696
ZNF48	0.187562437
HIC2	0.187505661
PGS1	0.187491882
SCCPDH	0.186106216
CHMP4A	0.186090306
TMEM87A	0.185803381
TRUB1	0.185757614
TUSC2	0.185748993
WDR12	0.185494159
MCTS1	0.185464018
XXYLT1	0.184809239
SRFBP1	0.184556258
EIF2B3	0.183919462
YLPM1	0.182601068
MRRF	0.181997834
ZNF317	0.180628558
TSPAN13	0.180556466
QSER1	0.179240826
TOR1AIP1	0.179094158
CHM	0.177912482
PHF2	0.177787119
POGLUT1	0.177772457
MDM2	0.177553281
SLC41A3	0.177498221
RIC8A	0.177490762
RAB32	0.177434002
SEPN1	0.177410564
PRPF18	0.177357013
PSMD14	0.177338753
CHCHD7	0.177326287
PAF1	0.177265555
DDX47	0.177225911
C12orf44	0.1771526
C2orf68	0.176996882
SEMA4D	0.176877762
TNPO3	0.176373909
NRAS	0.17508211
HEATR5B	0.173684216
CIRH1A	0.173536255
DNAJA3	0.173295109
UTP20	0.173096565
PPP2R2A	0.173012743
RDX	0.172937618
CPSF2	0.172876808
WDR33	0.17273848
RFT1	0.17234852
EXOSC3	0.172321118
IPO5	0.172064582
TRIP13	0.171993688
MRPL13	0.171860274
TPD52L1	0.171459201
DBR1	0.171453501
CLTCL1	0.170953514
GAS8	0.170807114
COMMD7	0.170377206
MAP4K4	0.170076172
CENPC	0.169529146
ZNF783	0.16942554
AP3M2	0.169346187
PIK3C3	0.169180615
RCN1	0.169063581
METTL8	0.168397532
P4HA2	0.168262336
NECAB3	0.168193547
TMEM177	0.168103252
LRRC61	0.168091844
EEF1A1	0.16801995
IFT46	0.167782101
TMEM9B	0.167435598
NAA60	0.16743218
JAGN1	0.166224442
C9orf156	0.165682763
SERPINB1	0.165661217
SLC38A1	0.165614784
TCEB1	0.165010679
RAB2A	0.164781145
KIAA0895	0.162175949
POC1B	0.161796186
CLCN5	0.16175107
TSTD2	0.161436266
TIPRL	0.161033523
URB2	0.160803395
RAPGEF6	0.160773303
SLC2A4RG	0.160601171
TUT1	0.160594242
MALT1	0.160366566
CHMP2B	0.159907094
GLE1	0.159810152
ATP2B4	0.159716796
HDAC8	0.159595521
SPATA2	0.159167965
CFL2	0.158903595
PCM1	0.157929208
HDHD2	0.157927927
TC2N	0.157492647
MPRIP	0.157352682
B3GALTL	0.156645061
TAMM41	0.156571686
PKN1	0.155988018
ILKAP	0.155789613
GPCPD1	0.155278225
RNF121	0.155206818
ERP29	0.154434146
HIF1A	0.154384936
THNSL1	0.154302491
NDUFS4	0.154149689
KIAA2013	0.154033629
SDF2	0.153992974
SUMF2	0.153474481
FAT3	0.153156788
HMGCR	0.1531237
DNAJC2	0.152699295
NSRP1	0.152349853
SMARCE1	0.151573016
PVRL3	0.151487753
MPP6	0.151213657
IRS4	0.15102154
PPP1CC	0.15089255
TARSL2	0.150660427
KIF2A	0.150446341
RHOBTB3	0.150220888
ZNF277	0.149980893
ADIPOR2	0.14962544
TSR1	0.149497674
ARV1	0.149369991
SHQ1	0.149302778
HEBP2	0.148385173
PHYH	0.148331909
CPNE8	0.148065567
ARMC8	0.148055909
CABIN1	0.147681569
MON1A	0.146332517
STRADA	0.146323817
MST4	0.146284303
MTA3	0.145614269
ZNF668	0.145591855
TMEM69	0.145536917
RALA	0.145520541
PBX3	0.145353419
FAM73A	0.144643205
ZNF142	0.144323595
LY75-CD302	0.144076178
MFN2	0.14404762
WDR43	0.144005344
MSRB2	0.143989272
CD302	0.143987244
LTBP3	0.143735477
GDI1	0.143457635
GJC1	0.142931704
SRPK2	0.142729867
SDC2	0.142479235
TTC26	0.142444265
SLC39A8	0.142424117
RAD51AP1	0.142292158
HECA	0.141832694
MAN2B1	0.141784521
DDX41	0.141652928
TXNDC15	0.141451031
UTP6	0.140492168
PTCD1	0.140347367
C14orf2	0.1403138
TDG	0.14005524
DNAJC18	0.14004796
FANCE	0.13965199
IPO7	0.139596426
GGA1	0.139233557
ETF1	0.139133033
TRPT1	0.139074422
LYAR	0.139072192
IGSF8	0.139064038
OSBPL8	0.139006555
DNMBP	0.138976413
ORC1	0.138347452
ATP13A2	0.138052181
PEAK1	0.137863792
CUL1	0.13757362
IFT122	0.137288853
LZIC	0.136997949
GUCY1B3	0.136279025
MCM3AP	0.135685248
NUP85	0.135507328
EHHADH	0.13492958
SLC30A6	0.134852503
JARID2	0.134814872
ANAPC5	0.134780774
NUP37	0.134291468
NIPSNAP3A	0.133779184
DIS3L	0.133695653
DHRS7	0.133538507
RPL5	0.133188321
LRRC40	0.132952009
HTRA2	0.132634807
CMTR1	0.132538483
KLHL12	0.132425841
APIP	0.132237377
BBS1	0.132083431
RPL26L1	0.131722448
CEP164	0.131406189
EIF1AX	0.130758675
MFF	0.130420042
UBR3	0.130239766
PIAS2	0.12988766
SETD1A	0.129572977
SLC44A2	0.129550076
CWC25	0.128913521
P4HA1	0.128687717
SPRYD7	0.128682019
EDEM3	0.128549074
ASAH1	0.128453366
PWP1	0.128045603
CD2AP	0.128002329
ANKRD16	0.127652716
DENR	0.127569049
RAB24	0.127448813
ZBTB43	0.127379306
FEM1B	0.12735181
CLASP2	0.127123154
MRPS31	0.126878062
PSME4	0.126733871
CCNB2	0.126704759
MRPL12	0.126655222
CTAGE5	0.126509976
ACOT9	0.126100554
RBL1	0.125625993
DIP2A	0.124901767
MTHFS	0.124864346
RANBP1	0.124714213
CAMKV	0.124227752
CRISPLD1	0.1241363
LRR1	0.124046882
DDX10	0.124024151
ITPR3	0.123574685
SELRC1	0.122809182
YDJC	0.122403597
SQLE	0.122026642
UCKL1	0.121937617
GTPBP4	0.121587551
NGFRAP1	0.121038077
SELT	0.120903351
DAGLB	0.120822245
GDI2	0.120769827
RFC4	0.120743787
ZNF622	0.120663664
ATP6V0E2	0.120610888
HACL1	0.120578316
C17orf70	0.119615628
DHX15	0.119577482
ACADM	0.119564701
TIAM1	0.119034335
PCCA	0.118951567
RAD18	0.118605769
ITSN2	0.118296854
INTS6	0.118081237
OGG1	0.117436603
DSCC1	0.116887008
PSMA2	0.116845031
RPL29	0.11603039
PSEN1	0.115921945
GPATCH11	0.11583632
ERGIC3	0.115795088
CHST14	0.115711821
MLEC	0.115049256
ARHGEF3	0.114791167
PRKD1	0.11379841
AMFR	0.113711309
ECI2	0.113577824
CENPI	0.113569143
PLEKHA7	0.112642086
RTEL1	0.112538339
VRK3	0.112177113
WDR26	0.111568229
C4orf48	0.11132401
C18orf21	0.111297534
LRRC8A	0.111262857
TROAP	0.110979207
ODF2	0.110899651
RSL24D1	0.110750181
TTC13	0.110725365
SGPL1	0.110607968
PIGL	0.110544922
6-Mar	0.110443414
GTF2E2	0.110081981
LIN9	0.109649524
UXT	0.10911605
SUOX	0.108842331
WDSUB1	0.108694436
FNBP1L	0.108505466
PLCB1	0.10775618
SPAG1	0.107553141
FEM1C	0.10742088
RRP9	0.107382003
CEP170B	0.107171524
MED4	0.106446252
ATP6V1D	0.106323135
NUP50	0.105845088
ASCC2	0.105784981
KIF7	0.105565756
VPS39	0.105404769
TBL2	0.104774655
ADD3	0.104492083
SMIM4	0.104344911
USP48	0.103899795
IDI1	0.103708095
TAX1BP1	0.10355222
RMND5B	0.103237641
DYNC1H1	0.102854759
TRAF3IP1	0.101999714
NBAS	0.101914908
ABL1	0.101855628
CCDC112	0.101695397
FXR1	0.101325197
RCOR3	0.101116889
REEP2	0.100920399
MGEA5	0.10088568
MAP3K7	0.100411642
PPIH	0.100131219
SNX5	0.099547339
NDOR1	0.099299341
TRMT112	0.098951157
ZNF408	0.09836513
OCIAD1	0.098128578
KIF5B	0.097480289
FANCC	0.096715154
CACNA2D1	0.096368394
RBM12	0.095779382
FGFR1	0.09557766
CLASRP	0.095310618
SHB	0.095085119
DYNC2H1	0.094914928
KDELC1	0.094778225
PAGR1	0.094293939
SRSF5	0.09390488
DDX24	0.09389377
SUPT6H	0.093476167
STK3	0.092689467
SPATS2L	0.092250402
C1orf131	0.092225306
YIPF4	0.091977235
LCMT2	0.091703305
RPL17-C18orf32	0.091686292
TAOK1	0.091546354
DENND6A	0.091242643
MAGOH	0.091201506
CDK17	0.091147888
CACTIN	0.090727816
DDRGK1	0.090206652
CNIH1	0.089532499
ZNF200	0.089242116
COX6C	0.089169019
CWF19L1	0.088705989
SEC23A	0.088620763
SNTA1	0.088032289
KHDRBS3	0.087943307
SNX4	0.087907089
SIAE	0.087885832
RNF40	0.087767247
IFT81	0.087285215
NELFB	0.087269221
SREBF2	0.087258193
DTNA	0.086388208
POMT1	0.086379059
PCNP	0.086225628
CD99L2	0.084344863
CYB5D1	0.084322257
FAM114A2	0.084275011
COQ4	0.084181087
SKAP2	0.083734349
GDF11	0.083208414
BTBD2	0.083004527
IARS	0.081873405
MAPK7	0.081807346
TTC8	0.081609251
ARID4A	0.081157144
ACOT8	0.08061846
FUCA1	0.080315924
FASTKD2	0.080278057
BTBD10	0.079511292
SH3RF1	0.079434467
CTDSP2	0.079326023
TRIB3	0.079014575
BNIP3	0.078958509
NENF	0.077974305
MAP7	0.077842648
CNOT8	0.076945427
PRMT3	0.076889944
ADCK4	0.076836109
PLEKHG3	0.076781234
C6orf120	0.076043068
PCNT	0.075702516
MED14	0.07566427
DOCK7	0.07554485
PSMD1	0.075509761
SLC50A1	0.075261403
PEX13	0.075251245
STAG2	0.075049353
SLC17A5	0.075017229
TFB2M	0.074810183
PBK	0.07477402
KLC1	0.074182392
CCDC71	0.073577796
PABPC1	0.073574324
DGKE	0.073248982
AGO3	0.072988519
CSNK1D	0.072924699
CEPT1	0.072471813
PAX6	0.072228328
GCC1	0.071909986
