Gene name	log2(TE)HELA
CXXC1	0.336966521
ELOVL1	0.337045886
FAM96A	0.337221006
NUP155	0.337330679
FAM175B	0.338395498
RPS21	0.338648428
ARSB	0.339569687
PANK3	0.339947656
SS18L1	0.340624189
USP19	0.340813854
TBCD	0.341694385
CPNE2	0.341957801
UBN2	0.342446095
BACH1	0.342744971
AIM1	0.34339483
FKBP10	0.343711052
FUCA2	0.344462609
PDE1A	0.344880053
IL11	0.345167645
NCDN	0.345597001
CARD6	0.345906958
SMG8	0.346186812
PAK4	0.346196425
TDP2	0.346244718
RAB35	0.346827046
IL6ST	0.3470276
OST4	0.347118401
MRPS7	0.347166636
MAX	0.34758705
IDE	0.348493156
HLTF	0.348787555
STK10	0.34942754
VPS35	0.34944516
KIAA1429	0.34956729
PPOX	0.349839233
SLC9A6	0.349845013
EXOC4	0.350203788
PTCD3	0.35046585
SEC61A1	0.350622676
SRP72	0.350697858
IGFBP4	0.350751532
AVPI1	0.350838183
AGL	0.350871051
HIBCH	0.350941998
GGA2	0.351508836
COQ4	0.351680682
NELFA	0.35168763
FPGT	0.352190934
OXCT1	0.352485562
GOLGA5	0.352631842
TM9SF1	0.352810233
COPB1	0.353284271
NRP1	0.353505096
FASTKD3	0.353660923
RPS23	0.354215549
MSRB2	0.35454823
SARS2	0.355094959
TGFBI	0.355199927
CDC37L1	0.355259166
MPHOSPH10	0.355351096
RASA3	0.355576091
IMPDH1	0.355849112
DNTTIP2	0.355932582
UBE4B	0.356388034
LZTR1	0.356458805
SLC38A6	0.357497785
ANKRD13B	0.358183651
PREB	0.35962966
COG1	0.359797404
FRMD8	0.359873452
NIT1	0.36070365
CCDC91	0.360993148
CUL4B	0.361087143
ARHGAP18	0.361353723
DHODH	0.361527444
METTL23	0.36332392
PRKCI	0.363455848
POLA1	0.363635423
KIF4A	0.363903536
ENTHD2	0.363909008
NXN	0.364266733
EPB41L4A	0.364332688
GNL2	0.365414999
DSCC1	0.365517363
IRAK2	0.365705693
IDH3B	0.366068027
FEN1	0.366291419
DGKA	0.367277082
TANGO6	0.367799136
IST1	0.367828541
NKIRAS2	0.36794514
TMF1	0.368165316
DCUN1D2	0.368233266
TNIP1	0.368477813
CDK12	0.36855918
ALKBH2	0.370476771
FBXO22	0.370611719
WEE1	0.370798088
TPRA1	0.371231015
PXN	0.371232057
COMMD3	0.371587608
NCOA4	0.372710846
BBS2	0.372761298
PTPN11	0.372779812
PLCL2	0.373269968
CCDC82	0.37378585
PACS1	0.374908034
COPA	0.375368174
NDUFS7	0.376406646
CNPY3	0.376505862
ZNF574	0.377004367
HINT1	0.377079962
PRKRA	0.378121183
DCP1A	0.378277312
RPS12	0.378567471
KATNB1	0.37950729
TTK	0.379511687
SPSB1	0.379971621
GTPBP3	0.380282485
CDC123	0.380843556
CREG1	0.381158046
DYNC1LI1	0.381504028
ITSN2	0.381507876
CPT1A	0.381877042
USP7	0.381882229
IFI44L	0.381967182
RCE1	0.383094607
SIK1	0.383133292
LUC7L3	0.38351488
BEGAIN	0.383529888
ZMYND19	0.383996399
HIF1A	0.384510564
ALPL	0.384931351
CENPC	0.386103721
PJA1	0.38632407
ALG12	0.386416821
PLOD3	0.386631524
SEC23B	0.386937715
UQCRC1	0.387358186
RAB11FIP1	0.387535808
SLC43A3	0.38762434
NT5C	0.389437295
AP4E1	0.389516979
USP28	0.390088528
LRRC41	0.391169622
ERCC4	0.391297778
KIF2A	0.391354731
TAX1BP1	0.391426625
PHKA2	0.391929236
MUL1	0.392430598
KLHL23	0.39251093
EHD2	0.392793892
POLR2I	0.393726473
PCIF1	0.394122896
ANKHD1	0.394400207
NPM3	0.394576844
HNRNPUL1	0.394735239
CACUL1	0.39536232
KDM3A	0.395550958
MLEC	0.39559186
ANAPC4	0.395616521
NENF	0.395963826
AES	0.396151668
SUPT16H	0.396535908
ASAH1	0.396751272
DRAM2	0.396956558
ADSL	0.396975032
EIF5	0.397067707
NARS2	0.397097763
RABL3	0.397362055
SLTM	0.397656714
PSMD8	0.398217401
MN1	0.398284265
NFE2L1	0.399117196
SYMPK	0.399821062
TMEM63A	0.399839668
B3GALTL	0.400056108
C8orf76	0.400102136
MMAB	0.400230539
ARPP19	0.400369449
DPY19L4	0.400626306
POLH	0.400724547
SEC22C	0.400987087
EMC6	0.400998219
EIF3E	0.401165325
CRY1	0.401687946
CUTA	0.402405078
ATP1A1	0.402532152
COMMD5	0.402598251
SLC25A12	0.403311302
DNAJB11	0.403466596
ALDH18A1	0.40435764
BRD3	0.404434968
NKAP	0.404602047
GNAS	0.404840302
MON1B	0.40492117
OCRL	0.405088486
CSDE1	0.407735913
ZNF655	0.408440803
ACTN1	0.408588135
SLC26A2	0.409291992
ARHGAP12	0.409323848
PIP4K2C	0.411524238
C9orf89	0.411752616
STARD3NL	0.41214149
GEMIN4	0.412897682
TLE4	0.413001232
STOML2	0.413568609
AP1AR	0.413862188
RARS	0.414245567
PAPSS2	0.414957097
SLC9A1	0.415037499
ALG5	0.415754366
EARS2	0.416473731
VPS18	0.41739292
CAMTA2	0.418869361
ORMDL1	0.419329213
TMEM181	0.420317707
SND1	0.420358286
AMPD2	0.420491929
SLC29A1	0.421124271
IPO5	0.42136571
ZNF687	0.421826665
MMS19	0.422178727
YRDC	0.423045078
DONSON	0.423125176
NSA2	0.423476724
NEDD4	0.423530539
RBM45	0.42397598
TBRG4	0.424324053
KLHL21	0.424795809
ELP5	0.424914179
GLG1	0.425749987
PHC3	0.425884882
TFIP11	0.42630446
SLC19A1	0.426791009
ZNF3	0.426814667
ANKRD13A	0.427117728
VKORC1L1	0.427128917
RANBP3	0.427397647
IL13RA1	0.427595141
MSL3	0.427711329
RNF168	0.42786154
SETDB1	0.428515003
ADAM10	0.428635103
TBC1D23	0.428804264
CPSF6	0.428941555
AURKB	0.429377903
MRPS2	0.429893104
TOX	0.430115392
MOCOS	0.431591428
MAP7D2	0.43277703
STRIP2	0.432923376
PLCB3	0.433322852
CKAP5	0.433465827
DBNL	0.433492709
CD320	0.433919965
TMEM39A	0.43429046
MIER1	0.435750208
OSTF1	0.436099115
NCBP1	0.436818593
SH3KBP1	0.436908602
BRF1	0.437431517
ARMCX5	0.43792139
TM2D1	0.439884228
HNRNPF	0.439951033
THADA	0.440708907
MED8	0.440834129
SEC23IP	0.441129573
MED17	0.441346615
FANCG	0.443752281
FNDC3A	0.444166012
POLK	0.444398189
AGPAT5	0.445114453
YBX3	0.445199914
PROCR	0.446137519
KATNAL1	0.446615049
DDX23	0.447072144
INCENP	0.447434014
TRIP13	0.44778447
E2F3	0.448183767
EDEM3	0.448408699
SPAG5	0.448533645
IFI16	0.448629562
DENR	0.448650367
RBMS1	0.44960247
BMI1	0.450130081
QSOX1	0.450367799
NFXL1	0.450517779
EXOC2	0.450678751
CPVL	0.450695275
TBL1XR1	0.45191683
EIF6	0.452066042
GOLM1	0.45270683
LGALS3BP	0.453241248
CTSD	0.453332998
TOB2	0.453422628
RINT1	0.453654481
CARHSP1	0.453760931
MAP2K6	0.454530384
ANKRD52	0.456359221
COX7A2	0.456505762
RBM39	0.458719754
FERMT1	0.458730089
FAM126A	0.459396765
SUPV3L1	0.460398033
KIAA1524	0.460508458
SLC6A15	0.460563208
MAD2L1	0.460747321
ZUFSP	0.461010924
CCT6A	0.461521072
RNF115	0.462037657
GSR	0.462609108
TACC3	0.462720119
RNASEH1	0.46285195
DDX19A	0.462940404
SDF4	0.463474582
PIN1	0.463884031
VDAC1	0.464360251
ZNF207	0.464402282
MCAM	0.46465102
CDT1	0.465380885
MFF	0.465452236
NCOA5	0.466502315
WBP11	0.466624568
CA12	0.467234519
ZFAND2B	0.467720346
ADPRHL2	0.468428751
C2orf44	0.468875651
DTL	0.469520336
BCLAF1	0.469990923
MLST8	0.4700362
ATF2	0.470569446
MCC	0.470663474
PICALM	0.470710802
RBAK	0.470968774
YIPF5	0.471837067
RCN2	0.471944209
NOC2L	0.472348918
AMOTL1	0.472712275
ANXA11	0.473853601
ZNF410	0.473991362
FAM172A	0.474921031
BNC2	0.475499987
CHAF1A	0.475519513
BACE2	0.477040592
OGFOD1	0.477426979
EXTL2	0.477878373
THUMPD2	0.478256869
PPP1R13L	0.479021016
PDPK1	0.47957509
TUBGCP5	0.480265122
NUBP2	0.480309002
NFAT5	0.48032896
DCP1B	0.480460574
STXBP1	0.480785725
C3orf58	0.481316174
RFC4	0.481984277
KIAA1211	0.482151695
TNFRSF10D	0.482151695
PLD2	0.482636651
SPDL1	0.483047428
GIN1	0.483115741
TRMT1L	0.48312036
GTF3C4	0.483230488
EIF3A	0.483409448
YBX1	0.484465173
BRAP	0.484618368
SGTA	0.484723877
CENPI	0.484874176
HAUS5	0.485050685
RNASEK	0.485281145
POLA2	0.485724987
CPA4	0.486390551
ZNF512	0.487469539
CHCHD1	0.487478771
ABCB7	0.487655616
RAB2A	0.488604236
ELP2	0.489137833
APBB2	0.489146713
H3F3B	0.48923492
MRPS30	0.489508477
POLR3A	0.490313774
DNER	0.490565926
TRIM11	0.490968124
RPN2	0.491779964
ZSWIM6	0.491891862
EED	0.492552565
ZBTB43	0.493381696
KIRREL	0.493674749
NFYA	0.494983938
PDE8B	0.495017322
COMMD7	0.496778413
ITFG1	0.496816702
FANCI	0.49688813
C2orf69	0.497341043
DHX37	0.497724782
PIBF1	0.497751505
PVR	0.498158543
RPP30	0.49824842
FBXO7	0.498863299
IMPDH2	0.499186636
DHX33	0.501359677
ABLIM1	0.501546493
CAPZA1	0.502571662
SACM1L	0.50258632
RNMTL1	0.503058217
UPF1	0.503580736
STXBP2	0.503667445
EXOSC10	0.503910346
DUSP7	0.504355743
CCNF	0.504555653
IREB2	0.505026005
SESTD1	0.505401026
SMYD2	0.505497482
ZMYM5	0.506477659
C1orf131	0.506774122
CPM	0.506927896
SLC2A6	0.507048232
ZNF282	0.50710518
MRPS9	0.507163572
NHSL1	0.507899167
NDC80	0.508545938
OGG1	0.509649994
MYL6B	0.510444378
PSMD3	0.510529453
SERBP1	0.510761243
SPATA5L1	0.512044839
SMAD4	0.512220018
RAP1GAP2	0.512920657
EXOC3	0.512933611
TOR4A	0.513022444
GIGYF2	0.51315661
CMPK1	0.51321591
TCAIM	0.513252628
EHMT1	0.513264368
ECI2	0.513495035
HS2ST1	0.513656562
KITLG	0.513690521
SLC12A4	0.51369142
ZMYM1	0.514108711
TPCN2	0.514573173
FMR1	0.514750397
ENOX2	0.514789453
GOT2	0.516227057
TBCE	0.51629648
EIF4ENIF1	0.516612678
CAMK1D	0.516815965
EPS8L2	0.516917113
DMAP1	0.517431341
SHKBP1	0.517474274
PTDSS2	0.517678666
POLR1E	0.517802204
UQCR10	0.517959465
KHSRP	0.518391158
ZFYVE27	0.51866013
RBM48	0.518909993
KLHL7	0.519059513
CDCA5	0.519068991
FADS1	0.51907046
GPD2	0.519794315
ACD	0.520224841
ARMC1	0.520832163
TMTC3	0.521032793
NUP133	0.521119079
SIN3B	0.521505887
ATG5	0.521963822
TM9SF3	0.522281796
CBLB	0.522312972
ECE1	0.522620963
MPP5	0.523317485
ASB8	0.523635147
PDXDC1	0.523681886
EIF2B4	0.523733798
SGCB	0.524029226
SGK1	0.524534625
RAB3GAP1	0.524656304
AQP3	0.52466199
IL17RA	0.524786986
GNAI1	0.525391231
TUSC3	0.52615785
TSTA3	0.526439304
YEATS4	0.527443462
ARRDC1	0.52750111
PTS	0.527727901
MCM2	0.527743888
FBXO45	0.527881406
GATAD2A	0.528409361
C1orf35	0.529444667
SEC24C	0.529687631
TRIB1	0.53107966
NF2	0.533448342
TRMT5	0.533752331
SKIV2L2	0.534373471
CNDP2	0.535679193
POLR2H	0.536173234
KIAA1430	0.536897577
HMGCS1	0.536900968
G2E3	0.53716178
ALKBH5	0.537490417
QTRT1	0.537571127
LIG3	0.537988267
VPS4A	0.538059999
PPAT	0.538219471
MGAT5	0.538542452
RPS27L	0.539037176
SETD7	0.539476544
NCAPH2	0.539857908
SNX7	0.541045384
SLC38A1	0.541452748
ELP3	0.541480729
PAPD4	0.541794642
NRP2	0.542149417
PRMT3	0.542554353
NDUFB7	0.54281212
EPRS	0.542845626
PABPC1	0.542950941
CPSF7	0.542986854
PIAS1	0.543294506
AVL9	0.543886558
LAPTM4B	0.54395912
SEMA3C	0.544286478
STRBP	0.544862781
PSME3	0.544895018
PLSCR3	0.5449314
DHRS7	0.545059516
FKTN	0.545069774
YES1	0.545708521
FTSJ3	0.546160823
EML2	0.546456261
ZNF503	0.546645914
NOLC1	0.547115719
TMSB10	0.547148764
ACVR1	0.547381939
AGFG1	0.547838085
UBAP2L	0.548212367
WRAP73	0.549020946
CLEC16A	0.550418372
TBC1D4	0.550827745
CUTC	0.551219141
CCAR1	0.551334931
SRBD1	0.551783902
LOX	0.551845327
PIP5K1A	0.553624534
MYO1E	0.553768603
EPS8	0.554227681
TTC21B	0.554413437
RIPK2	0.554682911
DRG1	0.555056016
ZNF451	0.555742362
BAIAP2L1	0.555922828
AKAP13	0.556171207
TAF5	0.556275813
LARS	0.556947162
TK1	0.557149127
NEK6	0.55721751
UTP6	0.557701857
NCOA7	0.558046619
PNPLA4	0.559625676
SDF2L1	0.560463422
TMEM50A	0.560659253
ETHE1	0.560830231
TMEM43	0.560916347
KAT5	0.561142913
DDX27	0.561311233
SLC39A10	0.561338896
NSUN2	0.561717756
TMED3	0.562350406
NOL10	0.563542496
PDSS1	0.564148102
GALK1	0.564968139
MAP3K7	0.565233692
FAM173B	0.565275875
EIF2B5	0.56588067
NUTF2	0.566233028
WDR7	0.566720669
G6PD	0.567148543
SLC25A25	0.568568062
CHKA	0.56868942
FLOT2	0.569303774
AP2A2	0.570424717
SENP5	0.570770719
GTF2H3	0.570783566
SLC38A5	0.570973418
PAF1	0.571048374
CBX4	0.57162993
SLC39A1	0.572068101
TSC22D1	0.572270296
LRRC8C	0.57233682
TSG101	0.573696889
VAV2	0.573709614
FLAD1	0.573788757
MYO1B	0.574449274
PWP2	0.576587885
HMGB2	0.577142466
ITGB1	0.577212227
ARHGAP17	0.577864274
S100PBP	0.578757351
PIM1	0.5789886
YIPF4	0.578989901
PSEN2	0.57902373
FAM107B	0.579032796
ST7L	0.579119256
LSMD1	0.579276729
MRPL23	0.579290712
PLOD2	0.579317779
CHURC1	0.579333331
FANCL	0.579356357
ERO1L	0.579357929
IFITM3	0.579362304
MYLIP	0.579389308
CLN6	0.579458579
EFNA1	0.579549005
ALKBH1	0.57956636
PXK	0.579602637
MARK1	0.579810013
ALDH16A1	0.579964485
ASB3	0.580080279
SMARCC2	0.582477237
ZFX	0.58282223
GLB1	0.583261352
MCL1	0.583583678
LMNB2	0.584051891
RPRD1A	0.584869246
SF3B3	0.58519335
NUP85	0.58602118
GGH	0.586214142
RPS4X	0.586638475
HERC3	0.587751298
RHOD	0.588262834
OGDH	0.588576424
STAT2	0.588729331
NT5C3A	0.589428284
GOLPH3	0.589977114
FAR1	0.590072714
SF3B1	0.590162105
SNRNP48	0.590324578
C5orf22	0.590563781
ZKSCAN1	0.590593507
CCT8	0.590747839
MPLKIP	0.591232177
NCAPD2	0.59185105
SLC41A3	0.592496173
MTFMT	0.592930766
DDX55	0.593625875
WDR75	0.595078703
STAU2	0.595341647
GNG11	0.595368573
VANGL1	0.595641988
SERINC3	0.595942408
HK1	0.596118534
RBX1	0.59681948
ERGIC3	0.597335522
SIX4	0.597390151
USP37	0.597470773
CLCC1	0.597985232
SPHK2	0.598424761
FBXO30	0.599294257
DVL2	0.599987153
SLC25A22	0.600122948
ARFGAP3	0.600523307
ADAT2	0.600644123
FOXRED1	0.60102994
DNAJC11	0.601304681
INTS9	0.60153377
NAGA	0.601668281
AHCYL1	0.602317117
LBR	0.60277242
CECR5	0.602887835
PHF13	0.604230834
WDR1	0.604269233
INPP5B	0.605079217
AVEN	0.6056984
MRPL9	0.605786836
CASC3	0.60603683
TRMT11	0.606741192
SART3	0.607085312
UGCG	0.607109237
DNMBP	0.607282129
NT5E	0.607670386
PRPF3	0.607888898
CWC27	0.608502616
TIMM44	0.608783224
LTBR	0.609238431
SLC16A1	0.609246807
IDH3G	0.609543745
RABGEF1	0.609557425
SCLT1	0.60968493
GDI2	0.609781776
SEC62	0.609952285
AP3B1	0.609961255
SNAPC3	0.610005088
PARN	0.610269401
VCP	0.610304186
TEAD1	0.610765219
PSMB1	0.611348017
TUBB3	0.611567857
SMTN	0.612171745
STRN3	0.612464192
PPP6R3	0.612598068
CCDC138	0.612722488
TMEM104	0.612976877
COLGALT1	0.61314247
KDELC2	0.613518945
DNA2	0.614233345
HPCAL1	0.614306161
PRPF6	0.614540002
SELENBP1	0.615117904
ACOT13	0.61556054
IFT57	0.617086115
FIBP	0.617314559
COG7	0.618037194
STK38	0.618037983
PDE12	0.618265205
NPTX1	0.618311022
ORC5	0.618653013
PVRL3	0.618760709
MYL12A	0.619039599
CWC25	0.619242862
IMPACT	0.619570135
RPL32	0.619631034
UQCRC2	0.620158533
COA1	0.620626025
MTA2	0.622616682
SH3BP5	0.622753811
NET1	0.622772894
NEXN	0.623228072
POLR2C	0.624203428
MYADM	0.624702143
MTMR2	0.624954336
HTATSF1	0.626282655
USP47	0.626348718
BCAT2	0.626753128
DDB1	0.62692201
FAM76B	0.627011234
SMAP2	0.627220188
NRF1	0.627708815
TIMM50	0.62775744
TPST1	0.627972634
EPS15	0.628067817
CDCA7L	0.628578631
EXOC6B	0.628762627
CSTF1	0.629550731
ATP2B4	0.630128817
TXLNG	0.630259272
PLEK2	0.630750388
APLP2	0.630751849
NUP160	0.631309711
GDAP2	0.631592555
ERBB2	0.631954035
JUP	0.632170295
COG5	0.632290709
PPP3CA	0.633317691
PTGS2	0.633961902
DAPK3	0.636270641
KDM5B	0.636804294
DHCR24	0.636863981
CEP57	0.637080631
HEXB	0.637460913
ACO1	0.637511981
TRIM25	0.63762145
YTHDC1	0.637688491
WDR41	0.638408683
KDM4A	0.638765217
GTF2F2	0.638777604
SLK	0.639030352
AP1M1	0.639612731
TUFM	0.640265783
UBASH3B	0.64061053
TUT1	0.641963959
ZC3HC1	0.642742542
ORC4	0.642968104
CTTNBP2NL	0.644044971
KRT8	0.644377694
CCNH	0.644621129
CALCOCO1	0.644806358
KIAA0020	0.645437089
ATP5A1	0.645487911
A4GALT	0.645602274
ABCE1	0.645636674
CDV3	0.645973279
DEGS1	0.646375613
DERA	0.646684499
RBM4	0.6470225
PTCD2	0.647578813
DUS4L	0.647698256
SFT2D1	0.64831189
CCNA2	0.648688098
MRPL3	0.649238572
STK39	0.649430035
NFYC	0.649748758
ECE2	0.64992208
BAG3	0.650007987
COMT	0.650131237
XPO5	0.650631744
PCYOX1	0.651186907
PPAN	0.651209301
NFX1	0.651846179
STK24	0.651864458
DCTPP1	0.652392126
DLAT	0.652642656
SLC30A6	0.652716899
TNPO3	0.653925358
QSOX2	0.654561112
PGM2L1	0.654837132
PTGFRN	0.654960695
OGFR	0.65496837
XBP1	0.655009998
LMAN2	0.655157513
STX10	0.655381
RPL36AL	0.655476436
RNH1	0.656301802
RTF1	0.656545407
ALDH3A1	0.65667601
TPD52L1	0.657037028
UBE2G2	0.657183775
DENND5B	0.657281856
ZCCHC9	0.657383265
SRSF4	0.657659675
DDX56	0.657847841
NPEPPS	0.658375021
OTUD7B	0.658641375
GBE1	0.658749808
SLC7A1	0.659577018
CYP2S1	0.660055619
CALD1	0.660252336
TMEM192	0.660528517
SELRC1	0.661189755
SLC35F6	0.661282009
PIM3	0.661918519
CEP70	0.662451872
ERI2	0.662592387
MTMR6	0.662730493
TBC1D13	0.664229064
RPF2	0.664726218
RBM12	0.665646163
APPL1	0.666463463
SPAG16	0.666581439
ADK	0.66669127
FAP	0.667148256
SMARCC1	0.66768724
RPL35A	0.667824604
HSPA4L	0.668458011
SOS2	0.668668982
MSH3	0.668698918
PAN3	0.668868078
PRR14L	0.670384644
LEPREL4	0.670653906
PAK1IP1	0.671403175
PAIP1	0.672169072
CDKN3	0.672780903
C14orf80	0.672864337
DKK3	0.673454829
C9orf64	0.673547875
AGPAT9	0.67391474
STRIP1	0.674460652
MND1	0.6754457
CROT	0.67565825
PALMD	0.675772789
CBX2	0.6760055
KDELR2	0.676115679
XPO4	0.67738155
LYAR	0.677597152
FADS2	0.677677468
CLINT1	0.67798982
CTNNAL1	0.678246955
MRFAP1L1	0.678612618
HMGCR	0.679375618
COPB2	0.680654675
PRMT1	0.680907086
KLHDC2	0.681158828
MRPL16	0.681266828
MRPS16	0.681477888
MARCKSL1	0.681654624
STT3A	0.681889322
PGM3	0.681934901
SEC31A	0.682332749
ATP1B1	0.68278094
THNSL1	0.683026787
IVD	0.684327703
PRKAR1A	0.684449749
DUSP12	0.685364398
GPC1	0.685380287
PGRMC2	0.686257615
GK5	0.686287211
RCC2	0.686854023
FSTL4	0.687001777
AKR1A1	0.687033365
NANS	0.687670298
PRUNE	0.688350331
ECI1	0.688582731
RAB32	0.688807758
CKAP2	0.689161561
CIAO1	0.689163797
DDB2	0.689280385
VDAC2	0.689430428
RNASEH2C	0.689593183
PSMC3IP	0.690343553
MRPS24	0.690853555
TUBB6	0.691127124
TTC27	0.691268663
ZNF529	0.691475307
NADK2	0.691626829
FDXR	0.691694738
ASNA1	0.692571475
PARVB	0.693310085
TRMT6	0.693315284
PSMB10	0.693699084
KANSL2	0.694259242
PFAS	0.69430912
UBTD2	0.694660145
C4BPB	0.694738799
FBXO28	0.694947355
MGEA5	0.695287325
BCS1L	0.695724708
AKAP10	0.696136485
PIGU	0.696851007
SNX8	0.696886678
RPS14	0.696936551
STAT5B	0.697413265
WDR35	0.697598301
EXOC7	0.69872271
WASF2	0.698850944
CC2D1B	0.698966209
HSPH1	0.699081275
NRDE2	0.699133521
COPG1	0.699536955
TIPRL	0.699841762
NUP107	0.700598215
DIEXF	0.700869796
NGFRAP1	0.701270299
ACBD6	0.701315044
ADAM9	0.70144262
FECH	0.701481375
TRIM8	0.701737689
XRCC1	0.701939503
UROD	0.702172989
SEC24D	0.702292551
GRSF1	0.702392176
WNT5A	0.702786842
NUP98	0.702911662
PPP2R2A	0.70348507
PRPS1	0.703940321
NTPCR	0.704074466
SCAND1	0.704259854
C9orf114	0.704569222
DBT	0.704802271
NME3	0.704896638
RNF41	0.70501497
MED12	0.705015964
CIRH1A	0.705106488
CLUAP1	0.705233614
PES1	0.705637652
RPS15	0.705665062
TFR2	0.707505994
TSPO	0.707508356
STAMBP	0.707511081
NEIL3	0.707741561
IMP4	0.707964433
AGPS	0.707972298
RBPJ	0.708080849
CENPO	0.708446985
PACSIN2	0.708838768
CCNG1	0.708934441
CHERP	0.70897982
EXOSC3	0.709104457
SPR	0.70957073
TMEM248	0.709878375
SLC16A7	0.710039634
U2AF1	0.710063081
GOPC	0.710759224
TEFM	0.711357395
AP2A1	0.711443179
NDUFB1	0.711720305
FKBP8	0.711980599
ELP6	0.712270787
PRPF40A	0.712293691
CTNNBL1	0.71300686
ACY1	0.713081052
YWHAH	0.713230788
DNM1	0.713561845
RANBP1	0.714151005
CYLD	0.716734852
COX7A2L	0.716829576
TTC9C	0.716849311
CDH6	0.717195734
FAM13A	0.718091837
PTTG1	0.718833599
ARL8B	0.719075817
GORAB	0.719482825
NCAPG	0.720747751
IKBKB	0.722205947
ABHD2	0.722237116
PARP2	0.722737539
PRPF19	0.723178642
RNF167	0.723393455
CDCP1	0.724151492
PDGFRB	0.724290077
C12orf57	0.724702813
ATRAID	0.725244755
GDI1	0.726130193
DYNC1I2	0.726592006
SERPINB6	0.727269773
SCLY	0.727468059
VPS72	0.727818856
CARKD	0.727833113
ABHD14A	0.728153534
FAM98A	0.728389225
RDH11	0.728496235
AUNIP	0.728766187
TTI1	0.72983613
GNAI3	0.730080663
FOXP1	0.731139458
RWDD1	0.731270203
RRP9	0.731888451
NUCKS1	0.732045818
CDIPT	0.732307004
EIF3D	0.732317
HDAC1	0.73239315
KPNA1	0.732491743
FEM1C	0.732519689
ACOT9	0.73271884
TUBA1A	0.733192431
ACIN1	0.733613571
ZNF791	0.73427901
RAB10	0.734345892
MRPL14	0.734637258
MCMBP	0.734763342
ISCU	0.735447109
B4GALT1	0.73555654
SYPL1	0.7355807
C6orf106	0.735588758
VASN	0.735937026
SNRPB2	0.73740749
11-Sep	0.737518094
ANAPC16	0.737607926
APPL2	0.737766869
MBD4	0.738313278
GANAB	0.73857541
TPRKB	0.739298873
MAPKAPK3	0.740210197
HES1	0.741089055
MCM5	0.741180521
USP39	0.74219823
ELP4	0.742382478
CNOT2	0.742468077
NMD3	0.742500526
ME1	0.742842161
CRYZ	0.743133514
PSMA5	0.743445692
TSPYL2	0.743801224
TFPI2	0.743983128
PUF60	0.745418231
CDC25B	0.745561531
VDR	0.745740805
DMD	0.745816512
ACADVL	0.745915709
TYMS	0.746140758
EGLN1	0.746639294
IPO7	0.747138755
GORASP2	0.747557843
LIMA1	0.748758335
PLEKHF2	0.74899785
NUP35	0.749163873
GINM1	0.74943792
ATG7	0.750335231
CPSF3	0.750373457
CAV2	0.750554475
DRG2	0.750699705
ITCH	0.75088519
ANTXR1	0.751270053
EPB41L1	0.752313559
LMNB1	0.752411836
NOL12	0.7525591
INADL	0.752951298
CAAP1	0.753227612
KDM3B	0.753978832
ACAP2	0.754330353
PYGL	0.754594573
RIN2	0.754837796
PPP3CB	0.754918622
COQ10B	0.755538979
COQ6	0.755908157
XPR1	0.756236594
DPAGT1	0.757753336
TRIM33	0.757886246
CNNM4	0.75842786
NEK9	0.758458655
AAR2	0.759564512
TPT1	0.760196323
SART1	0.760245631
RBM27	0.760440254
TERF2	0.760578151
NUDT16	0.760611067
PARL	0.761739798
EZR	0.761894698
CASP7	0.762124946
GSTCD	0.762524086
GFPT2	0.763056749
ZNF16	0.763183644
SYVN1	0.76362463
PPP4C	0.763753182
UTP15	0.763946587
THOC5	0.764144217
TMEM161A	0.764531272
TFB2M	0.764571221
FOSL2	0.765136267
GNG5	0.766271664
ZMPSTE24	0.766411849
CTSZ	0.76709656
ACLY	0.767214507
ETV1	0.767398694
MSLN	0.767969886
SLC2A1	0.768320667
FAM91A1	0.768823439
AIFM1	0.768865361
WLS	0.768914485
RPRD1B	0.768987267
BRI3	0.769832378
KIF15	0.769861546
ANKRD10	0.770355463
RAVER2	0.77042402
EHBP1	0.771335699
CNNM3	0.771780854
MINOS1	0.771922391
FIP1L1	0.773116378
NUPL1	0.773175096
IFIT5	0.773377868
NSMCE4A	0.773839035
NUF2	0.77440153
FBXW11	0.774419301
MRPL35	0.774683486
APIP	0.774745835
SUMF1	0.774875049
COQ7	0.775329815
VASP	0.775572564
PFKFB2	0.776030345
SLC37A3	0.776525151
TNFRSF11B	0.77694564
DLD	0.776963903
C2orf47	0.77717361
KIAA1715	0.777825459
UBA52	0.777946557
PRR11	0.778450132
COG2	0.778710135
HIGD2A	0.779586856
HACL1	0.779825404
TPX2	0.779951519
PA2G4	0.77996243
PHB2	0.780854129
SLC44A2	0.780894003
CYTH1	0.781700812
UFL1	0.782361933
CLPTM1	0.782403581
RABGGTB	0.782792695
GTPBP4	0.782981429
RNF169	0.783590877
DAB2	0.783818748
MAP3K2	0.784052508
HDHD2	0.784486999
TPRG1L	0.784831905
IPO9	0.785358573
SRRD	0.786204378
CSGALNACT2	0.786209113
DDX5	0.786253777
ATG4C	0.786369897
LAMP2	0.786392616
COL4A3BP	0.787231998
RPL27	0.787459497
C19orf10	0.787790105
HTRA1	0.787902559
NOL11	0.788032716
ZNF526	0.788096901
PSMG2	0.788273466
CTPS2	0.788413358
LIG1	0.788618359
PDIA5	0.788782554
ZC3H4	0.789395438
CHMP4B	0.789492548
RNASET2	0.789657413
POLR1C	0.790137763
FHL3	0.79091624
TCERG1	0.791514638
ADSS	0.791999375
